1620,666,2182,3143,1834,851,844,3021,2092,2596,2828,543,2719,1862,3793,363,2972,1355,412,3265,2363,2519,1148,384,3211,3034,1688,y,y2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.0,0.0,0.0,0.0,0.0,0.9355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8457,0.0,0.0,0.0,0.0,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2908,0.0,0.0,,
0.2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4263,0.0,0.0,0.0,0.0,0.2257,0.0,0.0,0.0,0.0,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9717,0.0,0.9717,0.0,0.0,0.0,0.0,0.0,0.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
